1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Modern_Eletric,Bsmt_BR,Total_BR,Total_BA,Non_BA_BR,BsmtFinSF_Ratio,TotFinSF,LvgSpaceAbvGr_Ratio,All_SF,PorchSF_Ratio,HasShed
1328,0,0,None,2,1Fam,3,4,967.0,0.0,4,1,0.0,1.0,3,383.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,0,4,2,CBlock,1,Typ,308.0,1.0,3,2,3,Attchd,1959.0,1328,1,GasA,4,1Story,42,1,3,Lvl,Gtl,16905,Inside,115.0,Reg,0,20,RL,0.0,None,0,7,Timber,104,6,5,P,0,0,CompShg,Gable,Normal,170000.0,WD,0,Pave,5,1350.0,AllPub,0,1959,1959,2007,Modern,0,2,2.0,1.0,0.7162962962962963,2295.0,0.5786492374727669,2399.0,0.04531590413943355,0
884,0,0,None,2,1Fam,3,3,747.0,93.0,5,2,1.0,0.0,4,0.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,1,0,0,CBlock,1,Typ,504.0,2.0,4,2,3,Attchd,1983.0,884,0,GasA,4,SFoyer,43,1,4,Lvl,Gtl,9180,CulDSac,0.0,IR1,0,85,RL,0.0,None,0,12,SawyerW,0,7,5,Y,0,0,CompShg,Gable,Normal,144000.0,WD,0,Pave,5,840.0,AllPub,240,1983,1983,2007,Modern,1,3,2.0,0.8,1.0,1724.0,0.5127610208816705,1964.0,0.13921113689095127,0
938,0,0,None,3,1Fam,3,3,280.0,491.0,2,4,1.0,0.0,4,167.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,1,0,0,CBlock,1,Typ,308.0,1.0,3,1,3,Detchd,1977.0,938,0,GasA,3,1Story,44,1,3,Lvl,Gtl,9200,CulDSac,0.0,IR1,0,20,RL,0.0,None,0,7,CollgCr,0,6,5,Y,0,0,CompShg,Hip,Normal,130250.0,WD,0,Pave,5,938.0,AllPub,145,1975,1980,2008,Modern,1,4,2.0,1.0,0.8219616204690832,1709.0,0.5488589818607372,1854.0,0.08484493856056173,0
1150,0,0,None,3,1Fam,3,1,179.0,506.0,5,4,1.0,0.0,3,465.0,Y,Norm,Norm,FuseA,0,3,3,BrkFace,Wd Sdng,0,0,0,CBlock,1,Typ,300.0,1.0,3,2,3,Attchd,1959.0,1150,0,GasA,5,1Story,45,1,3,Lvl,Gtl,7945,Inside,70.0,Reg,0,20,RL,0.0,None,0,5,NAmes,0,6,5,Y,0,0,CompShg,Gable,Normal,141000.0,WD,0,Pave,6,1150.0,AllPub,0,1959,1959,2006,Hist,1,4,2.0,0.8333333333333334,0.5956521739130435,1835.0,0.6267029972752043,1835.0,0.0,0
1752,0,0,None,2,TwnhsE,3,1,456.0,0.0,6,1,1.0,0.0,5,1296.0,Y,Norm,Norm,SBrkr,0,3,5,MetalSd,MetalSd,0,4,1,PConc,2,Typ,576.0,2.0,3,2,3,Attchd,2005.0,1752,0,GasA,5,1Story,46,1,5,Lvl,Gtl,7658,Inside,61.0,Reg,0,120,RL,412.0,BrkFace,0,2,NridgHt,82,5,9,Y,0,0,CompShg,Hip,Normal,319900.0,WD,0,Pave,6,1752.0,AllPub,196,2005,2005,2010,Modern,1,3,3.0,0.8333333333333334,0.26027397260273977,2208.0,0.7934782608695652,2486.0,0.12590579710144928,0
1518,631,0,None,1,1Fam,3,1,1351.0,0.0,6,1,1.0,0.0,5,83.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,5,1,PConc,1,Typ,670.0,2.0,3,2,3,Attchd,2003.0,2149,1,GasA,5,1.5Fin,47,1,4,Lvl,Gtl,12822,CulDSac,48.0,IR1,0,50,RL,0.0,None,0,8,Mitchel,43,5,7,Y,0,0,CompShg,Gable,Abnorml,239686.0,WD,198,Pave,6,1434.0,AllPub,168,2003,2003,2009,Modern,1,2,2.5,0.6666666666666666,0.9421199442119944,3500.0,0.614,3909.0,0.11685714285714285,0
1656,0,0,None,3,1Fam,3,3,24.0,0.0,6,1,0.0,0.0,4,1632.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,826.0,3.0,3,2,3,Attchd,2006.0,1656,0,GasA,5,1Story,48,1,4,Lvl,Gtl,11096,Inside,84.0,Reg,0,20,FV,0.0,None,0,7,Somerst,146,5,8,Y,0,0,CompShg,Gable,Normal,249700.0,WD,0,Pave,7,1656.0,AllPub,0,2006,2006,2007,Modern,0,3,2.0,0.8571428571428571,0.01449275362318836,1680.0,0.9857142857142858,1826.0,0.0869047619047619,0
736,716,0,None,2,2fmCon,3,1,0.0,0.0,1,1,0.0,0.0,3,736.0,Y,Norm,Norm,SBrkr,102,3,3,MetalSd,MetalSd,0,0,0,BrkTil,2,Typ,0.0,0.0,0,0,0,None,1920.0,1452,0,GasA,4,2Story,49,3,3,Lvl,Gtl,4456,Inside,33.0,Reg,0,190,RM,0.0,None,0,6,OldTown,0,5,4,N,0,0,CompShg,Gable,Partial,113000.0,New,0,Pave,8,736.0,AllPub,0,1920,2008,2009,Modern,0,2,2.0,0.625,0.0,1452.0,1.0,1554.0,0.07024793388429752,0
955,0,0,None,3,1Fam,3,1,763.0,0.0,4,1,1.0,0.0,3,192.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,1,0,0,CBlock,1,Typ,386.0,1.0,3,1,3,Attchd,1966.0,955,0,GasA,5,1Story,50,1,3,Lvl,Gtl,7742,Inside,66.0,Reg,0,20,RL,0.0,None,0,1,Sawyer,0,7,5,Y,0,0,CompShg,Gable,Normal,127000.0,WD,0,Pave,6,955.0,AllPub,0,1966,1966,2007,Modern,1,4,2.0,0.8333333333333334,0.7989528795811518,1718.0,0.5558789289871944,1718.0,0.0,0
794,676,0,None,3,1Fam,3,3,182.0,0.0,6,1,0.0,1.0,4,612.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,Typ,388.0,2.0,3,3,3,Attchd,1997.0,1470,0,GasA,4,2Story,51,1,3,Lvl,Gtl,13869,Corner,0.0,IR2,0,60,RL,0.0,None,0,7,Gilbert,75,6,6,Y,0,0,CompShg,Gable,Normal,177000.0,WD,0,Pave,6,794.0,AllPub,0,1997,1997,2007,Modern,0,3,2.5,1.0,0.22921914357682616,1652.0,0.8898305084745762,1727.0,0.04539951573849879,0
816,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,816.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,1,4,1,PConc,1,Typ,528.0,2.0,3,1,3,Detchd,1985.0,1176,0,GasA,3,1.5Fin,52,1,3,Lvl,Gtl,6240,Inside,52.0,Reg,360,50,RM,0.0,None,400,9,BrkSide,0,6,6,Y,0,0,CompShg,Gable,Normal,114500.0,WD,0,Pave,6,816.0,AllPub,112,1934,1950,2006,Modern,0,3,1.0,0.8333333333333334,0.0,1176.0,1.0,1288.0,0.09523809523809523,1
816,0,0,None,2,Duplex,3,4,104.0,712.0,2,6,1.0,0.0,4,0.0,N,RRNn,Norm,SBrkr,0,3,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,Typ,516.0,2.0,3,1,3,CarPort,1963.0,816,0,GasA,3,1Story,53,1,3,Bnk,Mod,8472,Corner,110.0,IR2,0,90,RM,0.0,None,0,5,IDOTRR,0,5,5,Y,0,0,CompShg,Gable,Normal,110000.0,WD,0,Grvl,5,816.0,AllPub,106,1963,1963,2010,Modern,1,3,2.0,0.8,1.0,1632.0,0.5,1738.0,0.06495098039215687,0
1842,0,0,None,0,1Fam,3,4,1810.0,0.0,6,1,2.0,0.0,5,32.0,Y,Norm,Norm,SBrkr,0,3,4,WdShing,Wd Shng,0,4,1,CBlock,0,Typ,894.0,3.0,3,3,3,Attchd,1981.0,1842,1,GasA,4,1Story,54,1,4,Low,Gtl,50271,Inside,68.0,IR1,0,20,RL,0.0,None,0,11,Veenker,72,5,9,Y,0,0,WdShngl,Gable,Normal,385000.0,WD,0,Pave,5,1842.0,AllPub,857,1981,1987,2006,Modern,2,2,2.5,0.4,0.9826275787187839,3652.0,0.5043811610076671,4581.0,0.25438116100766706,0
1360,0,0,None,3,1Fam,3,1,384.0,0.0,5,1,0.0,0.0,3,0.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,1,3,1,CBlock,1,Min1,572.0,2.0,3,1,3,Detchd,1962.0,1360,0,GasA,3,SLvl,55,1,3,Bnk,Mod,7134,Inside,60.0,Reg,0,80,RL,0.0,None,0,2,NAmes,50,5,5,Y,0,0,CompShg,Gable,Normal,130000.0,WD,0,Pave,6,384.0,AllPub,0,1955,1955,2007,Modern,0,3,1.0,0.8333333333333334,1.0,1744.0,0.7798165137614679,1794.0,0.028669724770642203,0
1425,0,407,None,3,1Fam,3,1,490.0,0.0,4,1,0.0,0.0,3,935.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,0,4,1,CBlock,2,Typ,576.0,2.0,3,2,3,Attchd,1964.0,1425,0,GasA,4,1Story,56,1,3,Lvl,Gtl,10175,Inside,100.0,IR1,0,20,RL,272.0,BrkFace,0,7,NAmes,0,5,6,Y,0,0,CompShg,Gable,Normal,180500.0,WD,0,Pave,7,1425.0,AllPub,0,1964,1964,2008,Modern,0,3,2.0,0.8571428571428571,0.343859649122807,1915.0,0.7441253263707572,2322.0,0.212532637075718,0
983,756,0,Pave,3,Twnhs,3,1,649.0,0.0,6,1,1.0,0.0,4,321.0,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,Typ,480.0,2.0,3,3,3,Attchd,1999.0,1739,1,GasA,5,2Story,57,1,4,Lvl,Gtl,2645,Inside,24.0,Reg,0,160,FV,456.0,BrkFace,0,8,Somerst,0,5,8,Y,0,0,CompShg,Gable,Abnorml,172500.0,WD,0,Pave,7,970.0,AllPub,115,1999,2000,2009,Modern,1,4,3.5,1.0,0.6690721649484537,2388.0,0.7282244556113903,2503.0,0.04815745393634841,0
860,860,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,860.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,565.0,2.0,3,2,3,Attchd,2004.0,1720,1,GasA,5,2Story,58,1,4,Lvl,Gtl,11645,Corner,89.0,IR1,0,60,RL,0.0,None,0,8,CollgCr,70,5,7,Y,0,0,CompShg,Gable,Normal,196500.0,WD,0,Pave,7,860.0,AllPub,0,2004,2004,2006,Modern,0,3,2.5,1.0,0.0,1720.0,1.0,1790.0,0.040697674418604654,0
1426,1519,0,None,3,1Fam,3,4,0.0,0.0,1,1,0.0,0.0,5,1410.0,Y,Norm,Norm,SBrkr,37,3,5,VinylSd,VinylSd,0,4,1,PConc,3,Typ,641.0,3.0,3,3,3,BuiltIn,2006.0,2945,1,GasA,5,2Story,59,1,4,HLS,Gtl,13682,CulDSac,66.0,IR2,0,60,RL,1031.0,BrkFace,0,10,StoneBr,0,5,10,Y,0,0,CompShg,Hip,Partial,438780.0,New,0,Pave,10,1410.0,AllPub,192,2006,2006,2006,Modern,0,3,3.5,0.8,0.0,2945.0,1.0,3174.0,0.07775891341256366,0
780,0,0,None,2,1Fam,3,3,632.0,0.0,5,1,0.0,0.0,3,148.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,1,0,0,CBlock,1,Typ,352.0,1.0,3,1,3,Detchd,1973.0,780,0,GasA,5,1Story,60,1,3,Bnk,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,0,1,CollgCr,0,7,5,Y,0,0,CompShg,Gable,Normal,124900.0,WD,0,Pave,4,780.0,AllPub,196,1972,1972,2008,Modern,0,2,1.0,1.0,0.8102564102564103,1412.0,0.5524079320113314,1608.0,0.1388101983002833,0
1158,0,0,None,3,1Fam,3,1,941.0,0.0,5,1,1.0,0.0,4,217.0,Y,RRAe,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,Typ,576.0,2.0,3,1,3,Detchd,2006.0,1158,1,GasA,5,1Story,61,1,4,Lvl,Gtl,13072,Inside,63.0,Reg,0,20,RL,0.0,None,0,5,SawyerW,50,5,6,Y,0,0,CompShg,Gable,Partial,158000.0,New,0,Pave,5,1158.0,AllPub,0,2004,2004,2006,Modern,1,4,2.5,1.2,0.812607944732297,2099.0,0.5516912815626489,2149.0,0.023820867079561697,0
581,530,0,None,3,1Fam,2,1,0.0,0.0,1,1,0.0,0.0,3,530.0,N,Norm,Norm,SBrkr,144,3,3,MetalSd,MetalSd,0,0,0,BrkTil,1,Typ,288.0,1.0,3,1,3,Detchd,1935.0,1111,0,GasA,3,2.5Unf,62,1,2,Lvl,Gtl,7200,Inside,60.0,Reg,0,75,RM,0.0,None,0,3,IDOTRR,0,7,5,N,0,0,CompShg,Gable,Normal,101000.0,WD,0,Pave,6,530.0,AllPub,0,1920,1996,2007,Modern,0,3,1.0,0.8333333333333334,0.0,1111.0,1.0,1255.0,0.12961296129612962,0
1370,0,0,None,2,TwnhsE,4,2,24.0,0.0,6,1,0.0,0.0,4,1346.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,484.0,2.0,3,2,3,Attchd,2006.0,1370,0,GasA,5,1Story,63,1,4,Lvl,Gtl,6442,Inside,44.0,IR1,0,120,RL,178.0,Stone,0,10,NridgHt,49,5,8,Y,0,0,CompShg,Gable,Normal,202500.0,WD,0,Pave,6,1370.0,AllPub,120,2006,2006,2007,Modern,0,2,2.0,0.8333333333333334,0.017518248175182438,1394.0,0.9827833572453372,1563.0,0.1212338593974175,0
902,808,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,576.0,Y,RRAn,Feedr,SBrkr,64,3,3,Stucco,Stucco,2,0,0,BrkTil,2,Typ,480.0,2.0,3,1,3,Detchd,1990.0,1710,0,GasA,4,2Story,64,1,3,Bnk,Gtl,10300,Inside,50.0,IR1,0,70,RM,0.0,None,0,4,OldTown,11,6,7,Y,0,0,CompShg,Gable,Normal,140000.0,WD,0,Pave,9,576.0,AllPub,12,1921,1950,2010,Modern,0,3,2.0,0.6666666666666666,0.0,1710.0,1.0,1797.0,0.05087719298245614,0
1057,977,0,None,3,1Fam,3,1,739.0,0.0,6,1,1.0,0.0,4,318.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,2,0,0,PConc,2,Typ,645.0,2.0,3,2,3,Attchd,1998.0,2034,1,GasA,5,2Story,65,1,4,Lvl,Gtl,9375,Inside,0.0,Reg,0,60,RL,573.0,BrkFace,0,2,CollgCr,36,5,7,Y,0,0,CompShg,Gable,Normal,219500.0,WD,0,Pave,8,1057.0,AllPub,576,1997,1998,2009,Modern,1,4,3.5,0.875,0.6991485335856197,2773.0,0.7335016227912008,3385.0,0.22069960331770647,0
1143,1330,0,None,4,1Fam,3,3,0.0,0.0,1,1,0.0,0.0,5,1143.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,852.0,3.0,3,2,3,BuiltIn,2004.0,2473,1,GasA,5,2Story,66,1,4,Lvl,Gtl,9591,Inside,76.0,Reg,0,60,RL,344.0,BrkFace,0,10,NridgHt,151,5,8,Y,0,0,CompShg,Gable,Normal,317000.0,WD,0,Pave,9,1143.0,AllPub,192,2004,2005,2007,Modern,0,4,2.5,0.8888888888888888,0.0,2473.0,1.0,2816.0,0.13869793772745653,0
2207,0,0,None,3,1Fam,3,4,912.0,0.0,6,1,1.0,0.0,4,1035.0,Y,PosA,Norm,SBrkr,0,3,3,Plywood,Plywood,0,4,1,CBlock,2,Min1,576.0,2.0,3,2,3,Attchd,1970.0,2207,0,GasA,3,1Story,67,1,3,Lvl,Gtl,19900,Inside,0.0,Reg,0,20,RL,287.0,BrkFace,0,7,NAmes,0,5,7,Y,0,0,CompShg,Gable,Normal,180000.0,WD,0,Pave,7,1947.0,AllPub,301,1970,1989,2010,Modern,1,4,3.0,0.8571428571428571,0.4684129429892142,3119.0,0.7075985892914396,3420.0,0.09650529015710163,0
1479,0,0,None,3,1Fam,3,3,1013.0,0.0,6,1,1.0,0.0,4,440.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,558.0,2.0,3,2,3,Attchd,2003.0,1479,0,GasA,5,1Story,68,1,4,Lvl,Gtl,10665,Inside,72.0,IR1,0,20,RL,167.0,BrkFace,0,6,CollgCr,29,5,7,Y,0,0,CompShg,Gable,Normal,226000.0,WD,0,Pave,7,1453.0,AllPub,144,2003,2003,2007,Modern,1,4,3.0,0.8571428571428571,0.6971782518926359,2492.0,0.5934991974317817,2665.0,0.06942215088282504,0
747,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,747.0,Y,Artery,Norm,SBrkr,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,220.0,1.0,3,1,3,Attchd,1945.0,747,0,GasA,3,1Story,69,1,3,Lvl,Gtl,4608,Corner,47.0,Reg,0,30,RM,0.0,None,0,6,OldTown,0,6,4,Y,0,0,CompShg,Gable,Normal,80000.0,WD,0,Pave,4,747.0,AllPub,0,1945,1950,2010,Modern,0,2,1.0,1.0,0.0,747.0,1.0,747.0,0.0,0
1304,983,0,None,3,1Fam,3,1,603.0,0.0,4,1,0.0,0.0,3,701.0,Y,Norm,Norm,SBrkr,114,3,4,BrkFace,AsbShng,0,3,1,CBlock,2,Typ,667.0,2.0,3,3,3,Attchd,1953.0,2287,0,GasW,3,1.5Fin,70,1,3,Lvl,Gtl,15593,Corner,81.0,Reg,0,50,RL,0.0,None,0,7,ClearCr,21,4,7,Y,0,0,CompShg,Gable,Normal,225000.0,WD,0,Pave,7,1304.0,AllPub,0,1953,1953,2006,Modern,0,3,2.0,0.8571428571428571,0.46242331288343563,2890.0,0.7913494809688582,3025.0,0.04671280276816609,0
2223,0,0,None,3,1Fam,3,4,1880.0,0.0,5,1,1.0,0.0,4,343.0,Y,Norm,Norm,SBrkr,0,4,3,Plywood,Plywood,0,4,2,CBlock,2,Typ,516.0,2.0,3,3,3,Attchd,1973.0,2223,0,GasA,5,1Story,71,1,3,Lvl,Gtl,13651,Inside,95.0,IR1,0,20,RL,1115.0,BrkFace,0,2,NAmes,0,6,7,Y,0,0,CompShg,Gable,Normal,244000.0,WD,0,Pave,8,2223.0,AllPub,300,1973,1973,2007,Modern,1,4,3.0,0.75,0.8457040035987404,4103.0,0.5417986838898368,4403.0,0.073117231294175,0
845,0,0,None,2,1Fam,3,1,565.0,0.0,5,1,1.0,0.0,3,280.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,0,0,0,CBlock,1,Typ,360.0,2.0,3,1,3,Detchd,1987.0,845,0,GasA,3,1Story,72,1,3,Lvl,Gtl,7599,Corner,69.0,Reg,0,20,RL,0.0,None,0,6,Mitchel,0,6,4,Y,0,0,CompShg,Gable,Normal,129500.0,WD,0,Pave,4,845.0,AllPub,0,1982,2006,2007,Modern,1,3,2.0,1.0,0.6686390532544378,1410.0,0.5992907801418439,1410.0,0.0,0
885,833,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,832.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,Typ,427.0,2.0,3,3,3,Attchd,1998.0,1718,1,GasA,4,2Story,73,1,3,Lvl,Gtl,10141,Corner,74.0,IR1,0,60,RL,40.0,BrkFace,0,12,Gilbert,94,5,7,Y,0,0,CompShg,Gable,Normal,185000.0,WD,291,Pave,7,832.0,AllPub,0,1998,1998,2009,Modern,0,3,2.5,1.0,0.0,1718.0,1.0,2103.0,0.2240977881257276,0
1086,0,0,None,3,1Fam,3,1,320.0,362.0,5,4,1.0,0.0,3,404.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,2,0,0,CBlock,1,Typ,490.0,2.0,3,1,3,Attchd,1989.0,1086,0,GasA,4,1Story,74,1,3,Lvl,Gtl,10200,Inside,85.0,Reg,0,20,RL,104.0,BrkFace,0,5,NAmes,0,7,5,Y,0,0,CompShg,Gable,Normal,144900.0,WD,0,Pave,6,1086.0,AllPub,0,1954,2003,2010,Modern,1,4,2.0,0.8333333333333334,0.6279926335174955,1768.0,0.6142533936651584,1768.0,0.0,0
840,765,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,2,840.0,N,Norm,Norm,SBrkr,202,4,4,VinylSd,VinylSd,0,0,0,CBlock,2,Typ,379.0,1.0,3,1,3,Detchd,1915.0,1605,0,GasA,4,2Story,75,2,3,Lvl,Gtl,5790,Corner,60.0,Reg,0,50,RM,0.0,None,0,5,OldTown,0,6,3,Y,0,0,CompShg,Gambrel,Normal,107400.0,WD,0,Pave,8,840.0,AllPub,0,1915,1950,2010,Modern,0,3,2.0,0.75,0.0,1605.0,1.0,1807.0,0.12585669781931463,0
526,462,0,None,2,Twnhs,3,4,462.0,0.0,6,1,1.0,0.0,4,0.0,Y,Norm,Norm,SBrkr,0,3,3,CemntBd,CmentBd,2,0,0,CBlock,1,Typ,297.0,1.0,3,1,3,BuiltIn,1973.0,988,0,GasA,3,SLvl,76,1,3,Lvl,Gtl,1596,Inside,21.0,Reg,0,180,RM,0.0,None,0,11,MeadowV,101,5,4,Y,0,0,CompShg,Gable,Normal,91000.0,WD,0,Pave,5,462.0,AllPub,120,1973,1973,2009,Modern,1,3,2.0,0.8,1.0,1450.0,0.6813793103448276,1671.0,0.15241379310344827,0
952,0,0,None,2,1Fam,3,1,228.0,0.0,5,1,0.0,0.0,3,724.0,Y,Norm,Norm,FuseA,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,Typ,283.0,1.0,3,1,3,Detchd,1956.0,952,0,GasA,5,1Story,77,1,3,Lvl,Gtl,8475,Inside,0.0,IR1,0,20,RL,0.0,None,0,4,NAmes,0,7,4,Y,0,0,CompShg,Gable,Normal,135750.0,WD,0,Pave,4,952.0,AllPub,0,1956,1956,2008,Hist,0,2,1.0,1.0,0.23949579831932777,1180.0,0.8067796610169491,1180.0,0.0,0
1072,213,0,None,2,1Fam,3,1,336.0,41.0,4,6,1.0,0.0,3,295.0,Y,Norm,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,1,0,0,CBlock,1,Min1,240.0,1.0,3,1,3,Detchd,1948.0,1285,0,GasA,3,1.5Fin,78,1,3,Lvl,Gtl,8635,Inside,50.0,Reg,0,50,RM,0.0,None,0,1,BrkSide,0,5,5,Y,0,0,CompShg,Gable,Normal,127000.0,WD,0,Pave,6,672.0,AllPub,0,1948,2001,2008,Modern,1,3,2.0,0.6666666666666666,0.5610119047619048,1662.0,0.7731648616125151,1662.0,0.0,0
1768,0,0,None,4,Duplex,3,1,0.0,0.0,1,1,0.0,0.0,3,1768.0,N,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,2,Typ,0.0,0.0,0,0,0,None,1968.0,1768,0,GasA,3,1Story,79,2,3,Lvl,Gtl,10778,Inside,72.0,Reg,0,90,RL,0.0,None,0,4,Sawyer,0,5,4,Y,0,0,CompShg,Hip,Normal,136500.0,WD,0,Pave,8,1768.0,AllPub,0,1968,1968,2010,Modern,0,4,2.0,0.875,0.0,1768.0,1.0,1768.0,0.0,0
682,548,0,Grvl,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,440.0,Y,Norm,Norm,SBrkr,128,3,3,Wd Sdng,Wd Sdng,1,0,0,PConc,1,Typ,440.0,2.0,3,1,3,Detchd,1966.0,1230,1,GasA,4,2Story,80,1,3,Lvl,Gtl,10440,Corner,60.0,Reg,0,50,RM,0.0,None,0,5,OldTown,0,6,5,Y,0,0,CompShg,Gable,Normal,110000.0,WD,0,Pave,5,440.0,AllPub,74,1910,1981,2009,Modern,0,2,1.5,1.0,0.0,1230.0,1.0,1432.0,0.16422764227642275,0
1182,960,0,None,4,1Fam,3,1,448.0,0.0,3,1,0.0,0.0,4,448.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,0,4,1,CBlock,2,Typ,509.0,1.0,3,3,3,Attchd,1968.0,2142,1,GasA,3,2Story,81,1,4,Lvl,Gtl,13000,Corner,100.0,Reg,0,60,RL,576.0,BrkFace,0,6,NAmes,72,6,6,Y,0,0,CompShg,Gable,Normal,193500.0,WD,252,Pave,8,896.0,AllPub,0,1968,1968,2009,Modern,0,4,2.5,1.0,0.5,2590.0,0.827027027027027,2914.0,0.1250965250965251,0
1337,0,0,None,2,TwnhsE,4,1,1201.0,0.0,6,1,1.0,0.0,5,36.0,Y,Norm,Norm,SBrkr,0,4,3,VinylSd,VinylSd,0,0,0,PConc,2,Typ,405.0,2.0,3,3,3,Attchd,1998.0,1337,0,GasA,5,1Story,82,1,3,Lvl,Gtl,4500,FR2,32.0,Reg,0,120,RM,443.0,BrkFace,0,3,Mitchel,199,5,6,Y,0,0,CompShg,Hip,Normal,153500.0,WD,0,Pave,5,1237.0,AllPub,0,1998,1998,2006,Modern,1,3,3.0,1.0,0.9708973322554567,2538.0,0.5267927501970056,2737.0,0.07840819542947203,0
1563,0,0,None,3,1Fam,3,1,33.0,0.0,6,1,0.0,0.0,4,1530.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,4,1,PConc,2,Typ,758.0,3.0,3,2,3,Attchd,2007.0,1563,0,GasA,5,1Story,83,1,4,Lvl,Gtl,10206,Inside,78.0,Reg,0,20,RL,468.0,Stone,0,10,Somerst,99,5,8,Y,0,0,CompShg,Gable,Normal,245000.0,WD,0,Pave,6,1563.0,AllPub,144,2007,2007,2008,Modern,0,3,2.0,1.0,0.021113243761996192,1596.0,0.9793233082706767,1839.0,0.15225563909774437,0
1065,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,1065.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,461.0,2.0,3,1,3,Detchd,1974.0,1065,1,GasA,4,1Story,84,1,3,Lvl,Gtl,8892,Inside,80.0,IR1,0,20,RL,66.0,BrkCmn,0,7,NAmes,0,5,5,Y,0,0,CompShg,Gable,Normal,126500.0,COD,0,Pave,6,1065.0,AllPub,74,1960,1960,2007,Modern,0,3,1.5,1.0,0.0,1065.0,1.0,1139.0,0.06948356807511737,0
